ID_CLIENT,CLERK_TYPE,PAYMENT_DAY,APPLICATION_SUBMISSION_TYPE,QUANT_ADDITIONAL_CARDS,POSTAL_ADDRESS_TYPE,SEX,MARITAL_STATUS,QUANT_DEPENDANTS,EDUCATION_LEVEL,STATE_OF_BIRTH,CITY_OF_BIRTH,NACIONALITY,RESIDENCIAL_STATE,RESIDENCIAL_CITY,RESIDENCIAL_BOROUGH,FLAG_RESIDENCIAL_PHONE,RESIDENCIAL_PHONE_AREA_CODE,RESIDENCE_TYPE,MONTHS_IN_RESIDENCE,FLAG_MOBILE_PHONE,FLAG_EMAIL,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OTHER_CARDS,QUANT_BANKING_ACCOUNTS,QUANT_SPECIAL_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,COMPANY,PROFESSIONAL_STATE,PROFESSIONAL_CITY,PROFESSIONAL_BOROUGH,FLAG_PROFESSIONAL_PHONE,PROFESSIONAL_PHONE_AREA_CODE,MONTHS_IN_THE_JOB,PROFESSION_CODE,OCCUPATION_TYPE,MATE_PROFESSION_CODE,EDUCATION_LEVEL.1,FLAG_HOME_ADDRESS_DOCUMENT,FLAG_RG,FLAG_CPF,FLAG_INCOME_PROOF,PRODUCT,FLAG_ACSP_RECORD,AGE,RESIDENCIAL_ZIP_3,PROFESSIONAL_ZIP_3,TARGET_LABEL
6617,0,0,0,0,0,1,0,2,3,3,3,1,MG,CONTAGEM,JD BANDEIRANTES,0,3,3,4,0,0,1318,389,1,1,0,1,1,4,3,4,0,0,3,3,3,0,0,1,3,4,3,3,1,0,1,1,0,1,33,2,3,1
6618,1,0,0,0,0,1,1,3,3,3,3,0,MG,SETE LAGOAS,LUXEMBURGO,0,3,3,3,1,1,3058,532,1,0,1,1,0,3,3,4,0,0,4,4,4,0,4,3,3,3,1,2,1,0,0,1,0,1,36,3,3,0
6619,1,0,1,0,1,1,1,3,3,3,4,0,PE,GOIANA,CENTRO,0,3,2,4,0,0,507,323,0,1,1,1,0,4,1,2,0,0,3,3,3,1,3,3,3,3,3,3,1,1,0,1,1,0,27,3,3,1
6621,0,0,0,0,1,0,0,3,3,3,2,0,SP,Amparo,Jardim Camandocaia,1,3,3,3,1,1,3513,372,1,0,1,1,0,3,3,3,0,1,3,3,3,0,3,2,4,2,3,3,0,0,1,1,1,1,37,3,2,0
6623,0,0,0,0,0,0,0,3,3,4,3,1,SP,Guarulhos,Jardim Maria de Lourdes,0,2,2,3,0,0,4012,625,1,1,0,0,1,3,3,3,0,1,2,3,2,1,3,2,4,3,2,3,1,1,0,1,1,1,44,3,3,1
6625,0,0,0,0,1,0,1,3,4,3,2,0,RN,MOSSORO,PL TREZE DE MAIO,1,3,4,3,1,0,4537,349,0,1,1,0,0,3,5,4,0,1,3,3,2,1,3,2,4,4,3,3,1,0,0,1,0,0,41,2,4,1
6626,0,0,0,0,1,0,0,3,3,3,3,1,CE,Fortaleza,Granja Portugal,1,3,1,2,0,1,3524,401,0,1,1,0,0,4,3,3,0,0,3,3,1,0,3,3,3,3,2,3,1,0,1,0,1,0,25,3,3,1
6627,0,0,0,0,0,1,1,3,3,4,3,0,PA,PORTEL,CIDADE NOVA,0,3,3,3,0,0,3540,409,0,1,1,1,1,3,2,3,0,1,3,3,3,1,3,3,4,3,2,3,1,1,0,1,0,0,25,4,3,1
6629,0,0,0,0,0,1,0,3,3,3,3,0,RJ,SAO PEDRO DA ALDEIA,COLINA,1,3,3,3,1,0,1484,361,0,1,1,0,1,4,3,3,0,0,3,3,3,0,2,3,2,3,3,4,1,1,0,1,0,1,36,3,3,1
6630,0,0,0,0,1,1,0,3,1,3,3,0,CE,SOBRAL,TERRENOS NOVOS,0,2,3,3,1,0,4966,476,0,1,0,0,1,4,3,4,0,0,2,3,3,0,4,3,3,3,2,3,1,0,0,0,1,1,43,3,1,1
6631,0,0,0,0,1,1,1,3,3,4,3,1,CE,MARACANAU,JEREISSATE II,1,3,3,3,1,0,3969,509,1,0,0,0,1,4,5,2,0,0,3,3,3,1,3,3,3,4,2,3,0,0,0,0,1,1,37,3,2,0
6632,2,0,0,0,1,0,0,3,3,3,3,0,AL,MACEIO,SANTOS DUMONT,1,4,2,3,1,0,2533,380,1,0,1,1,1,3,3,1,0,0,2,2,4,1,5,3,4,3,3,4,0,1,1,1,1,1,36,1,3,0
6634,0,0,0,0,1,1,1,3,3,3,2,0,RN,GOIANINHA,CENTRO,1,4,3,4,0,0,734,439,1,1,0,1,1,3,2,3,1,0,2,3,3,1,2,4,4,3,3,4,1,1,0,1,0,1,54,4,3,1
6635,0,2,0,0,0,0,1,3,3,4,4,0,SP,SANTA FE DO SUL,CENTRO,0,1,3,3,0,1,4497,332,0,0,1,1,0,3,3,3,0,0,4,3,3,0,2,3,2,3,4,3,0,1,0,0,1,1,41,3,3,0
6636,0,0,0,0,1,1,1,4,2,3,3,1,ES,CARIACICA,PROLAR DOIS,0,3,2,4,1,0,3237,380,1,1,0,1,1,3,3,3,0,0,3,3,3,0,3,3,3,3,3,4,1,1,1,1,0,0,35,3,3,1
6638,0,1,0,0,1,0,1,4,3,3,3,0,CE,Fortaleza,Henrique Jorge,1,3,2,4,0,1,2300,581,1,1,1,0,0,3,3,4,0,1,2,3,3,0,3,3,4,3,3,2,1,0,1,0,0,0,26,3,3,1
6639,0,0,0,1,0,1,0,3,2,4,3,0,BA,Salvador,Boca do Rio,0,3,3,2,1,1,1718,294,0,1,1,1,1,3,3,3,0,1,3,2,3,0,3,3,1,4,2,3,1,0,0,0,1,1,36,3,4,1
6640,1,2,1,2,1,1,0,4,4,3,2,1,SE,ITABAIANINHA,CONVENIENCIA,1,3,3,3,1,1,3393,691,1,0,0,1,0,3,3,3,0,1,3,4,3,0,3,3,3,3,4,3,1,0,0,0,1,0,26,3,3,1
6644,0,1,1,0,1,1,1,3,2,2,1,0,AP,MACAPA,Novo Buritizal,1,3,3,3,1,0,3073,517,0,1,0,1,0,1,3,2,0,1,3,3,2,0,2,3,2,4,3,3,1,1,1,0,0,1,25,3,3,1
6645,1,1,0,0,0,0,1,3,3,3,2,1,RN,Mossoro,Belo Horizonte,1,5,2,5,0,0,3110,433,0,1,0,0,0,3,3,3,0,0,4,2,3,1,4,2,3,3,1,3,1,1,0,1,1,0,44,3,3,1
6646,0,0,0,0,1,1,0,3,3,3,4,0,RN,CAICO,WALFREDO GURGEL,1,3,3,3,1,1,2653,423,0,0,0,0,1,3,4,4,0,1,2,4,2,1,3,3,3,3,3,4,0,0,1,1,1,1,34,3,4,1
6647,0,1,0,0,0,0,0,2,2,3,3,0,CE,PACAJUS,CENTRO,0,3,3,2,0,1,3553,492,0,0,0,0,0,3,3,2,0,1,3,3,3,1,3,2,3,3,3,3,1,0,1,0,0,0,65,3,3,0
6648,0,1,0,0,1,0,0,3,2,2,2,1,RS,NOVO HAMBURGO,SANTO FONSO,0,3,2,3,0,1,3441,703,0,0,1,1,0,4,3,4,0,0,3,2,4,1,3,2,2,3,3,3,1,0,0,1,1,1,40,3,4,0
6649,0,0,0,1,1,0,1,3,3,3,3,1,SP,BARUERI,JARDIM BELVAL,1,3,3,3,1,1,2823,436,1,1,0,0,1,4,3,3,0,1,3,3,4,0,3,4,1,2,4,3,1,1,1,0,0,1,40,3,3,1
6650,0,0,0,1,1,1,1,3,3,3,3,0,SP,GUARULHOS,JD STA NENNA,0,3,3,3,0,1,3786,449,1,0,0,0,1,3,3,3,1,1,4,4,3,0,4,2,3,3,3,2,0,0,1,0,1,0,48,3,3,0
6652,0,0,0,0,0,1,0,4,3,3,3,1,MG,NOVA VILA,NOVA VILA,1,3,3,5,0,1,1859,638,1,0,1,1,0,3,2,3,0,0,3,3,4,1,4,3,3,3,3,4,1,1,0,1,0,0,33,3,5,0
6653,1,0,0,1,0,1,0,3,3,3,2,1,CE,pacatuba,jereissate II,0,3,3,3,1,0,2886,694,1,0,1,0,1,3,3,4,0,0,3,2,2,0,3,4,3,3,3,3,0,1,1,0,1,0,33,3,3,0
6655,0,0,0,0,1,1,1,3,3,3,3,1,SP,SAO PAULO,CANTINHO DO CEU,1,2,3,3,0,0,2753,344,0,0,1,1,0,3,4,2,0,1,2,4,3,1,3,3,3,4,3,3,1,0,1,0,0,0,25,4,4,0
6659,0,1,1,0,0,0,1,3,3,4,2,0,SP,Itapevi,Jardim Santa Rita  2a Parte,1,3,4,3,0,0,2234,684,1,0,1,1,0,3,3,3,0,0,3,3,3,0,3,3,3,3,4,4,0,1,0,1,0,1,30,2,3,0
6662,0,0,0,0,1,1,1,3,4,3,3,0,CE,HORIZONTE,GAMELEIRA,1,1,3,2,0,0,2603,475,1,1,0,1,1,3,3,3,0,0,1,2,4,0,3,3,4,3,4,4,0,1,1,0,1,0,32,3,3,1
6663,0,0,0,0,1,1,1,4,3,3,4,0,BA,ITARANTIM,CENTRO,0,5,4,3,0,0,1587,549,1,1,0,1,1,3,3,3,0,0,3,3,3,0,4,3,3,3,3,3,1,0,1,1,1,1,35,3,3,1
6665,0,0,1,1,0,0,0,3,3,3,3,0,CE,CASCAVEL,CENTRO,0,3,3,3,0,1,4102,474,1,1,0,0,1,2,3,3,0,1,3,3,3,1,3,3,3,3,3,4,1,1,0,0,0,1,33,3,3,1
6667,2,0,0,2,1,0,0,3,3,3,3,1,MA,ACAILANDIA,JARDIM DE ALA,0,3,4,3,0,1,3308,255,1,1,1,0,1,3,4,3,0,1,3,4,3,1,5,2,3,3,3,3,0,0,0,0,0,1,25,3,3,1
6668,0,1,0,0,1,1,0,2,3,2,3,1,RJ,ITABORAI,AMPLIACAO,1,3,4,2,0,1,2832,480,1,0,0,0,0,3,3,3,0,0,3,2,4,1,3,3,3,3,5,3,1,1,1,0,1,0,25,3,5,0
6669,0,1,0,0,0,0,0,2,3,3,3,0,CE,CANINDE,SANTA LUZIA,0,3,3,3,1,1,2340,443,0,1,0,1,0,3,2,3,0,1,3,3,3,0,3,3,3,2,3,3,1,0,0,1,0,0,50,3,2,1
6670,0,0,0,0,0,1,0,3,3,3,3,1,BA,TEOLANDIA,CENTRO,1,3,3,1,1,1,2774,559,0,1,0,1,0,3,3,2,1,0,2,3,1,1,3,3,4,3,3,1,1,0,1,1,0,1,36,3,3,1
6671,0,0,0,0,1,1,0,3,3,3,2,0,PE,Recife,IBURA,0,3,3,3,0,0,3646,555,1,1,1,1,1,3,3,3,0,0,3,3,3,0,4,2,3,4,4,2,1,0,0,1,1,1,32,3,3,1
6673,0,0,0,0,0,1,1,3,2,3,3,0,CE,FORTALEZA,JOSE WALTER,1,3,3,3,0,1,2872,448,0,0,0,0,1,4,3,3,0,1,3,4,3,0,3,4,3,2,3,3,0,0,0,0,0,0,43,3,3,0
6674,0,2,0,1,0,0,0,3,4,3,3,1,BA,FEIRA DE SANTANA,GABRIELA,1,3,1,3,1,0,2629,606,1,1,1,1,0,3,3,4,0,1,2,3,3,1,2,3,3,3,3,3,1,1,0,1,0,0,25,3,3,1
6675,1,0,0,1,0,1,1,3,4,3,3,0,SP,ITAPECERICA DA SERRA,PQ PARAISO,0,3,2,4,1,1,3695,529,1,1,1,0,1,4,4,2,0,0,2,4,3,1,4,3,3,2,3,3,1,1,1,1,1,1,33,3,3,1
6677,0,0,0,2,0,1,0,3,3,3,3,0,AM,MANAUS,COROADO 2,0,3,3,1,1,1,4140,568,0,1,0,0,0,3,3,3,0,0,4,4,3,0,3,3,2,3,3,3,1,0,0,0,1,0,44,3,3,1
6678,0,0,0,0,0,1,0,3,3,3,3,1,PA,PARAUAPEBAS,GUANABARA,0,3,3,2,0,1,2854,624,0,1,1,1,1,6,3,3,1,0,4,3,4,0,2,3,4,3,3,3,1,1,0,0,1,1,25,4,1,1
6680,0,0,0,1,0,1,0,3,3,3,3,1,RJ,ITABORAI,QUISSAMA,0,3,3,3,0,0,3209,479,0,1,0,0,1,3,4,3,0,0,2,3,3,0,3,2,2,3,3,3,1,1,0,1,1,0,31,3,4,1
6681,1,1,0,0,1,0,0,0,2,3,3,0,SP,MIRANDOPOLIS,NOSSA SENHORA DE FATIMA,0,5,3,1,0,0,470,636,1,0,1,1,0,5,3,3,2,1,3,3,3,0,4,3,3,3,3,3,0,1,1,0,1,0,46,3,3,0
6683,0,1,0,0,0,0,0,2,3,3,3,1,PR,SAO JOSE DOS PINHAIS,JD ANTARES,0,3,4,3,1,0,1494,613,1,1,1,0,0,3,4,3,0,1,2,3,3,0,3,5,4,3,5,3,1,1,1,1,0,0,42,3,3,1
6684,0,0,0,0,1,0,1,3,2,3,5,1,MG,BELO HORIZONTE,COQUEIROS,1,3,5,3,1,1,3882,591,1,1,1,1,1,3,3,2,0,1,3,2,2,0,4,3,3,3,3,3,1,1,0,1,0,0,37,2,5,1
6687,0,0,0,0,1,1,1,4,3,3,3,1,PR,castro,jardim araucaria tres,1,3,4,3,0,1,3799,518,1,1,1,1,1,2,3,3,1,1,2,3,4,0,3,3,2,2,3,3,1,1,1,1,1,0,53,3,3,1
6688,0,0,0,0,1,1,1,3,3,3,3,0,RS,SAO LUIZ GONZAGA,MONSENHOR WOLSK,0,3,3,2,1,0,479,621,1,1,1,1,0,3,3,4,0,1,4,4,3,0,3,4,3,3,3,3,1,1,1,0,1,1,38,4,3,1
6690,0,0,0,0,1,1,0,3,3,3,3,1,RS,ALVORADA,BELO HORIZONTE,0,3,4,3,1,1,3923,538,0,1,0,0,1,4,3,4,0,0,3,3,3,0,3,3,3,4,4,3,1,1,0,0,1,1,35,3,4,1
6691,1,0,0,0,1,0,0,2,3,3,3,0,RN,NATAL,LAGOA AZUL,1,3,1,3,0,1,3945,654,0,1,0,1,0,1,3,2,0,0,3,3,3,1,3,2,3,2,3,3,1,0,1,1,0,1,29,3,3,1
6692,1,1,0,0,1,1,0,2,3,3,4,0,RS,Porto Alegre,Passo das Pedras,0,4,3,3,0,0,4090,430,1,0,0,0,0,3,3,3,0,1,4,3,1,0,2,2,3,2,2,3,0,0,0,0,0,0,32,4,3,0
6693,0,1,0,0,1,0,0,3,2,3,3,1,SC,Palhoca,aririu,1,3,2,3,0,0,2941,427,1,1,0,0,0,3,3,3,1,0,3,2,2,0,3,3,3,2,3,3,1,0,0,1,1,0,38,3,4,1
6695,0,0,0,0,1,1,1,3,3,2,3,0,BA,CASA NOVA,COHAB NOVA,1,2,1,3,1,1,2719,574,0,1,0,0,1,2,2,3,0,1,3,3,3,1,3,4,2,3,2,3,1,0,1,0,1,1,33,4,3,1
6696,0,0,0,0,0,0,0,3,3,3,4,0,SP,dumont,jd adelaide,1,3,3,3,0,1,1874,365,1,1,0,1,1,0,3,3,0,1,3,3,3,1,3,3,4,3,3,2,1,0,1,0,0,0,27,3,3,1
6699,2,0,0,0,1,1,1,2,3,4,3,1,AP,MACAPA,RENASCER I,0,3,3,4,0,0,3590,469,0,0,0,0,1,3,3,3,0,0,3,3,3,1,2,3,3,3,2,4,0,1,1,0,0,0,25,3,4,0
6702,0,0,0,0,0,1,0,3,2,3,3,0,SP,SAO PAULO,JARDIM CIDADE PIRITUBA,1,3,4,2,1,0,5044,673,1,1,0,0,1,3,3,3,0,0,4,3,3,1,3,3,4,2,3,3,1,0,0,0,0,1,33,3,3,1
6704,0,0,0,0,0,0,1,3,3,4,4,1,MG,CEL FABRICIANO,SILVIO PEREIRA II,0,3,3,3,1,0,182,505,1,1,0,1,1,2,3,3,0,1,4,3,3,0,3,3,3,3,2,4,0,1,1,0,1,1,32,4,3,1
6707,1,0,1,0,1,0,0,3,3,3,4,1,RN,Parnamirim,Vale do Sol,0,4,3,3,1,1,1681,706,0,0,1,0,1,3,3,3,0,1,3,3,3,0,3,2,2,3,3,3,0,0,1,1,0,1,30,3,3,1
6708,0,1,0,1,0,1,0,3,3,3,3,1,CE,juazeiro,triangulo,1,2,3,3,1,0,1419,596,0,1,1,0,0,3,2,4,0,0,2,3,2,0,3,4,4,4,2,3,1,0,0,1,0,1,28,3,4,1
6709,0,0,0,0,0,0,0,3,3,3,4,1,CE,IBARETAMA,DT OITICICA,1,2,3,4,0,1,3213,407,0,1,0,1,0,2,3,3,0,0,2,3,3,0,3,2,3,3,3,2,1,0,0,0,1,1,35,2,3,1
6710,0,0,0,0,1,0,0,4,3,2,3,1,PB,JOAO PESSOA,JD CID UNIVERSITARIA,1,3,3,2,0,1,3437,423,0,1,0,0,1,3,4,2,0,0,3,2,4,1,1,3,2,3,3,4,0,0,0,0,0,0,32,3,2,1
6711,1,0,0,0,0,1,0,3,3,5,2,1,PB,SOLANEA,CENTRO,0,3,4,2,0,0,2443,545,1,1,0,0,0,4,4,4,0,1,5,4,3,1,3,3,3,3,5,3,1,1,0,1,1,1,35,3,3,1
6712,0,0,1,1,1,0,1,3,4,4,4,0,PE,CARUARU,PETROPOLIS,1,2,3,4,0,0,3066,429,0,1,1,1,1,3,3,3,0,0,3,2,3,1,4,3,3,3,3,2,0,0,0,0,0,0,33,3,3,1
6713,0,0,0,0,1,0,0,3,3,3,3,1,AC,RIO BRANCO,JARDIM PRIMAVERA,1,4,2,3,0,0,2869,541,1,1,0,0,0,3,3,3,0,1,2,4,3,0,3,2,3,3,2,1,1,1,0,0,1,1,30,3,3,1
6714,0,0,0,0,1,1,1,3,3,3,3,0,RS,STO AMT DA PATRULHA,BOM PRINCIPIO,1,4,3,3,1,1,2517,547,0,1,1,1,1,3,3,2,0,1,4,3,3,0,3,3,3,3,3,3,1,1,0,1,0,1,34,3,2,1
6715,1,2,1,0,1,1,1,2,3,3,3,0,BA,ITABUNA,MANGABINHA,0,2,3,3,0,1,5878,574,1,0,0,0,0,3,2,3,0,0,3,4,3,1,2,3,2,3,3,3,0,0,1,0,0,0,25,3,2,0
6716,0,0,0,0,1,0,0,4,3,2,3,1,PE,recife,boa viagem,0,2,3,1,0,1,2143,445,0,1,0,1,1,4,3,3,0,1,3,3,3,0,4,3,3,3,3,2,1,0,0,0,0,0,36,2,3,1
6717,0,0,0,0,1,0,0,4,3,4,4,1,SC,SAO LUDGERO,CENTRO,1,3,2,3,0,0,3944,582,0,0,1,1,1,3,4,4,0,1,3,3,2,0,3,3,3,3,4,3,0,1,1,1,0,0,28,3,2,0
6718,0,0,0,0,1,0,1,2,3,3,4,1,GO,AGUAS LINDAS,JARDIM DA BARRAGEM IV,1,3,2,3,1,0,4692,413,1,1,1,0,0,2,3,3,0,1,3,4,2,0,3,4,3,3,3,4,1,0,0,0,1,0,27,3,3,1
6719,1,2,0,0,1,0,1,3,4,3,4,0,SP,braganca paulista,santa libania,1,1,3,3,0,1,3636,584,1,0,0,1,0,3,3,2,1,1,2,3,3,0,2,3,3,4,4,3,1,1,1,0,1,1,33,2,2,0
6723,1,2,0,0,1,0,1,3,3,4,2,0,PA,REDENCAO,MARECHAL RONDOM,0,3,3,2,0,0,1185,564,1,0,0,1,0,3,3,3,1,0,5,3,3,1,3,3,2,3,5,3,1,1,1,1,0,1,28,3,2,1
6724,0,1,0,0,1,0,1,3,3,3,3,0,PE,Jaboatao dos Guararapes,Cavaleiro,0,3,4,3,1,1,3057,560,1,0,0,1,0,3,2,3,0,1,3,3,2,0,4,3,3,3,4,3,0,1,0,1,0,1,30,3,3,0
6726,0,0,0,0,1,0,1,3,3,3,3,1,CE,MORADA NOVA,GIRILANDIA,0,3,3,3,1,1,4627,566,0,1,1,0,0,1,3,3,0,1,3,3,5,0,4,3,3,2,2,3,1,1,0,0,1,0,30,3,4,1
6727,0,1,1,1,0,0,0,1,3,2,3,1,RJ,Cabo Frio,Sao Cristovao,0,3,3,3,1,0,2894,529,0,0,1,1,0,3,3,3,0,0,2,3,3,0,3,3,3,3,4,3,0,0,0,1,0,0,30,2,3,0
6728,1,0,0,0,0,1,0,3,3,3,3,1,RN,Assu,Frutilandia,1,2,3,3,1,0,3059,605,1,1,0,1,1,3,4,3,1,0,3,3,3,1,3,3,3,4,3,3,0,0,1,1,0,0,33,5,3,1
6729,0,0,0,0,1,1,0,4,2,4,3,1,RJ,RIO DE JANEIRO,VARGEM PEQUENA,1,2,3,3,0,1,3134,533,1,0,1,0,1,3,2,2,0,1,3,3,3,0,4,3,2,3,3,3,0,1,0,0,0,0,34,3,3,1
6730,0,2,0,0,1,0,0,3,3,2,3,0,CE,SOBRAL,BARACHO,0,4,4,3,1,1,2793,587,1,0,0,1,0,3,3,3,2,0,3,3,3,1,3,4,3,2,3,2,1,0,1,1,0,0,25,3,2,0
6732,0,0,1,0,0,1,1,3,3,3,3,0,RN,Natal,Pitimbu,1,3,3,2,1,0,4456,517,0,1,1,0,1,3,3,2,0,0,3,4,4,0,3,3,3,5,3,3,0,0,1,0,1,0,50,3,2,1
6737,0,1,0,0,1,0,0,3,2,3,2,1,BA,VITORIA DA CONQUISTA,BRASIL,1,3,3,3,1,1,2805,372,1,1,1,1,0,3,3,4,0,0,3,2,3,1,3,2,3,2,3,3,1,1,0,0,0,0,41,3,3,1
6738,0,1,0,0,1,1,1,4,3,4,3,0,RS,GRAVATAI,MORADA DO VALE UM,1,4,3,4,1,1,2903,425,0,0,0,0,0,3,4,3,0,0,3,2,1,1,3,4,2,3,3,3,1,1,1,0,0,0,25,3,2,1
6739,0,0,0,0,0,0,0,4,3,3,3,0,RS,SAPIRANGA,VILA IRMA,0,3,3,3,0,1,3070,533,1,0,1,0,1,5,5,3,0,1,3,3,2,0,3,3,3,3,2,4,0,0,1,0,0,1,28,3,4,0
6740,1,0,0,0,0,1,0,4,3,3,4,1,RS,SAO LEOPOLDO,VICENTINA,1,3,3,3,1,1,3680,370,1,1,1,1,1,3,3,3,0,0,3,3,3,1,2,2,3,3,4,3,1,0,1,1,0,1,38,4,2,1
6741,0,0,0,0,0,1,1,3,4,3,3,0,PR,FAZENDA RIO GRANDE,EUCALIPTOS,1,4,3,4,1,0,4599,405,0,0,0,0,1,3,3,3,0,1,3,4,3,1,4,4,1,3,3,5,0,0,1,0,1,0,25,3,4,0
6742,1,0,0,0,0,0,1,3,3,2,1,1,RO,NOVA BRASILANDIA DO OESTE,CENTRO,0,3,3,4,1,1,1037,597,0,1,0,0,1,3,4,3,0,0,2,3,3,0,3,3,3,3,4,3,1,1,0,0,1,0,25,4,3,1
6744,0,1,0,0,0,1,0,3,3,2,3,0,MG,UBERLANDIA,JARDIM PATRICIA,1,3,3,2,0,1,2247,273,1,1,1,1,0,3,3,3,0,1,3,1,1,1,3,3,3,3,3,4,1,1,0,0,1,0,32,3,4,1
6745,0,1,0,0,0,0,1,2,3,2,2,0,SP,Guarulhos,Jardim Gracinda,0,3,3,3,1,0,3462,646,0,1,0,1,0,3,2,4,0,1,1,3,3,1,3,3,4,1,3,3,1,0,1,0,0,1,42,2,3,1
6747,0,0,0,0,1,1,0,2,3,3,3,1,SP,BARUERI,JARDIM TUPANCI,1,4,4,2,1,0,3521,562,0,1,1,1,1,3,3,2,0,0,3,3,3,0,3,3,4,3,3,3,1,1,1,1,1,1,25,0,3,1
6748,0,0,0,0,0,0,1,3,3,3,2,0,CE,IGUATU,COHAB II,0,2,2,3,1,1,1746,377,1,0,0,1,1,4,4,4,0,0,3,3,3,0,3,3,3,3,2,2,0,1,1,0,0,0,25,4,3,1
6749,0,0,0,0,0,1,1,5,3,4,3,1,ES,Vitoria,Nova Palestina,1,3,3,4,1,1,2949,440,0,1,1,0,0,2,3,4,0,1,3,3,3,0,3,2,3,4,3,3,1,0,1,1,1,1,34,4,3,1
6750,0,0,1,0,1,0,1,3,4,2,3,1,MG,CAPINOPOLIS,WAGNER DE PAULA,1,3,3,3,0,0,3963,508,0,1,0,0,0,3,2,4,0,0,2,4,3,0,4,3,3,1,3,3,1,0,0,1,0,0,37,3,4,1
6752,0,1,0,0,1,0,0,3,2,3,4,1,MG,Araguari,Independencia,0,3,2,4,1,1,3211,605,1,0,0,1,0,3,3,4,1,1,4,3,4,0,3,3,2,3,2,3,1,0,0,1,1,1,25,3,3,1
6754,0,0,2,1,1,1,0,3,3,3,2,1,MT,VARZEA GRANDE,SANTA LUIZA,1,3,3,3,1,0,1398,583,0,1,1,0,0,4,3,3,0,1,3,2,3,0,3,3,3,3,3,3,1,0,0,1,0,1,38,4,3,1
6755,0,0,0,0,1,0,0,3,3,3,3,0,RS,SAPIRANGA,SAO LUIS,0,4,3,3,0,0,3788,507,0,1,0,0,0,3,3,4,0,0,3,3,3,0,1,3,3,3,3,4,1,0,0,1,0,1,38,2,3,1
6756,0,0,0,0,1,1,1,3,3,4,3,1,SP,SAO VICENTE,VILA MARGARIDA,0,3,3,2,0,1,3057,526,0,1,1,1,0,3,3,3,0,0,2,2,3,0,3,2,3,3,2,3,1,0,1,0,0,0,34,4,3,1
6758,0,0,0,0,1,0,1,5,3,4,3,1,RS,NOVO HAMBURGO,SANTO AFONSO,1,2,3,3,1,0,3852,506,1,1,1,1,0,3,3,3,0,1,4,3,4,1,2,2,3,3,2,3,1,0,1,0,0,0,40,3,2,1
6759,0,0,1,0,0,0,0,4,4,2,3,0,RN,Sao Goncalo do Amarante,JARDIM LOLA,0,4,3,3,1,0,3486,471,1,1,1,0,0,2,4,3,0,1,3,4,2,0,2,3,3,3,3,3,1,0,1,1,0,1,41,3,3,1
6760,0,0,0,0,1,1,0,3,2,3,1,1,AC,rio brnaco,destrito endustrial,1,3,3,2,1,1,5618,307,1,1,1,1,0,3,3,3,0,0,2,3,4,0,3,3,3,3,2,2,1,1,1,1,1,1,25,3,3,1
6761,0,0,0,0,1,1,0,3,3,3,3,0,MG,ITUIUTABA,PROGRESSO,1,2,3,2,0,1,1623,566,0,1,0,1,0,3,2,5,0,0,3,3,4,1,3,3,4,3,3,3,1,1,0,1,0,0,46,3,2,0
6764,0,0,0,0,1,1,0,3,4,3,5,1,CE,Fortaleza,Varjota,1,3,3,2,0,1,3375,474,0,1,1,0,0,3,3,3,0,1,3,4,3,0,3,3,3,3,3,3,1,0,0,1,1,0,42,3,4,1
6766,0,0,0,0,0,1,0,3,3,3,4,1,MT,VARZEA GRANDE,COHAB SANTA IZABEL,0,2,2,3,1,1,1506,468,1,1,1,1,0,4,3,3,0,1,2,3,2,1,4,3,4,3,2,3,1,0,1,1,1,0,25,2,2,1
6767,0,0,0,1,0,0,0,2,3,3,3,0,RJ,Rio de Janeiro,Santa Cruz,0,3,3,2,0,1,4354,590,1,1,0,0,0,3,3,3,0,1,1,2,3,1,4,4,3,3,4,3,1,0,0,1,0,1,51,4,2,1
6768,0,0,0,0,0,0,1,4,3,2,2,0,AL,ATALAIA,CENTRO,0,3,2,3,1,1,2512,628,1,0,1,0,1,3,3,3,0,0,3,4,3,1,3,2,3,3,2,3,0,0,1,1,1,0,43,3,3,0
6769,0,0,1,2,0,1,1,4,3,4,3,1,RJ,Cabo Frio,Jardim Esperanca,1,3,3,4,0,0,2467,456,1,1,1,1,0,5,4,4,0,0,3,2,3,0,2,3,4,3,3,3,1,1,1,0,0,1,32,4,2,1
6770,0,1,0,0,0,0,1,2,3,4,3,1,PR,Sao Jose dos Pinhais,afonso Pena,1,4,3,2,0,1,3817,408,1,1,1,1,0,4,3,3,0,0,3,3,3,0,3,3,4,3,3,3,1,0,0,1,1,0,43,3,3,1
6771,1,0,0,0,0,0,1,3,3,3,2,0,PA,REDENCAO,SANTOS DUMONT,1,3,3,2,0,1,1751,399,1,1,1,1,0,4,2,1,0,1,3,3,4,0,2,3,2,2,3,4,1,1,0,1,0,1,37,3,3,1
6773,0,0,0,0,1,1,1,3,3,3,3,0,PA,BELEM,SOUZA,1,3,3,3,0,1,3286,568,1,1,0,0,0,3,3,3,0,1,3,3,3,1,3,3,3,4,3,4,1,1,1,0,0,0,31,2,3,1
